id,year,date,primary_weapon,threat_type,flee_status,was_mental_illness_related,body_camera,race,gender,age,city,county,state,agency_name,agency_type,agency_ids,latitude,longitude,location_precision
4636,2019,2019-04-14,knife,threat,foot,0,0,Native American,male,32.0,Rushville,unknown,NE,Sheridan County Sheriff's Deputy,sheriff,2457,42.7188267,-102.455205,not_available
4639,2019,2019-04-14,gun,undetermined,foot,0,0,White,male,47.0,Los Angeles,unknown,CA,Los Angeles Police Department,local_police,38,34.0486624,-118.2588988,not_available
4655,2019,2019-04-14,gun,shoot,not,0,0,White,male,33.0,Portland,unknown,OR,Kelso Police Department,local_police,1016,45.5472781,-122.7768707,not_available
4632,2019,2019-04-15,knife,threat,not,1,0,White,male,,Pigeon Forge,unknown,TN,Pigeon Forge Police Department,local_police,2454,35.79407,-83.5741293,not_available
4638,2019,2019-04-16,knife,move,not,1,0,White,male,24.0,Lee,unknown,NY,Oneida County Sheriff's Department,sheriff,2459,43.2804098,-75.5359982,not_available
4641,2019,2019-04-16,vehicle,attack,car,0,0,White,male,24.0,Fountain Inn,unknown,SC,Fountain Inn Police Department,local_police,2463,34.6890095,-82.1956679,not_available
5412,2019,2019-04-16,knife,threat,not,1,0,White,male,42.0,Montesano,unknown,WA,Montesano Police Department,local_police,2698,46.9808541,-123.5938742,not_available
4642,2019,2019-04-17,gun,shoot,not,0,0,Black,male,34.0,Flint,unknown,MI,Jackson County Sheriff's Department,sheriff,1336,42.324204,-83.400211,not_available
4648,2019,2019-04-17,knife,attack,foot,1,1,White,male,46.0,Pentress,unknown,WV,Monongalia County Sheriff's Office,sheriff,564,39.7082738,-80.1704099,not_available
4637,2019,2019-04-18,gun,shoot,foot,0,1,Native American,male,40.0,Coon Rapids,unknown,MN,Anoka County Sheriff's Office,sheriff,2458,45.1736664,-93.2758454,not_available
4646,2019,2019-04-18,gun,shoot,not,0,1,White,male,30.0,Fremont,unknown,CA,Fremont Police Department,local_police,120,37.5540923,-121.9757284,not_available
4647,2019,2019-04-18,gun,shoot,foot,0,0,Hispanic,male,42.0,New York,unknown,NY,New York Police Department,local_police,298,40.8535872,-73.932249,not_available
4650,2019,2019-04-20,knife,point,not,0,0,White,male,30.0,Raleigh,unknown,NC,Raleigh Police Department,local_police,1141,35.7912844,-78.5495525,not_available
4651,2019,2019-04-20,gun,point,not,1,1,White,male,63.0,Athens,unknown,GA,Athens-Clarke County Sheriff's Office,sheriff,2426,33.9975343,-83.3269503,not_available
4653,2019,2019-04-20,vehicle,attack,foot,0,0,Hispanic,male,18.0,Wethersfield,unknown,CT,Wethersfield Police Department,local_police,2462,41.7063537,-72.6596244,GoogleLocated_APPROXIMATE
4891,2019,2019-04-20,gun,shoot,not,0,1,Hispanic,male,29.0,Colorado Springs,unknown,CO,Colorado Springs Police Department,local_police,893,38.8933064,-104.8436608,not_available
4652,2019,2019-04-21,gun,shoot,foot,0,0,White,male,42.0,Little Rock,unknown,AR,Little Rock Police Department,local_police,1496,34.7336284,-92.3954989,not_available
4649,2019,2019-04-22,gun,shoot,unknown,0,1,Hispanic,male,32.0,Los Angeles,unknown,CA,Los Angeles Police Department,local_police,38,34.0549076,-118.242643,GoogleLocated_APPROXIMATE
4654,2019,2019-04-22,gun,point,not,0,0,White,male,46.0,Watauga,unknown,TX,Watauga Police Department,local_police,1861,32.8639564,-97.2469548,not_available
5413,2019,2019-04-22,gun,shoot,not,0,0,White,male,50.0,Shelby,unknown,MT,Great Falls Police Department,local_police,1879,48.5066603,-111.8561447,GoogleLocated_APPROXIMATE
4667,2019,2019-04-24,undetermined,attack,car,0,0,White,male,29.0,Owingsville,unknown,KY,Bath County Sheriff's Office,sheriff,2466,38.0885935,-83.8066873,not_available
4892,2019,2019-04-24,knife,attack,not,0,0,White,male,29.0,Colorado Springs,unknown,CO,Colorado Springs Police Department,local_police,893,38.7960062,-104.7700976,not_available
4681,2019,2019-04-25,gun,point,unknown,0,0,White,male,51.0,Apex,unknown,NC,Apex Police Department,local_police,2470,35.7349405,-78.8777498,not_available
5414,2019,2019-04-25,gun,point,car,0,0,unknown,male,23.0,Lemoore,unknown,CA,Kings County Sheriff's Office,sheriff,544,36.3007835,-119.7829107,not_available
4686,2019,2019-04-26,gun,point,not,1,1,White,male,43.0,Clarksville,unknown,IN,Clarksville Police Department,local_police,2471,38.2967362,-85.759963,GoogleLocated_APPROXIMATE
5415,2019,2019-04-26,blunt_object,attack,not,1,0,Black,male,23.0,Denver,unknown,CO,Westminster Police Department,local_police,1239,39.9043807,-105.006103,not_available
4684,2019,2019-04-28,gun,threat,not,1,0,Hispanic,male,47.0,Sparks,unknown,NV,Sparks Police,local_police,1163,39.5587501,-119.7475151,not_available
4685,2019,2019-04-28,gun,threat,not,1,1,Hispanic,male,45.0,Austin,unknown,TX,Austin Police Department,local_police,141,30.3522346,-97.7955841,not_available
4683,2019,2019-04-29,knife,attack,not,0,0,White,male,42.0,Portland,unknown,OR,Portland Police Department,local_police,618,45.4929173,-122.5283329,not_available
4692,2019,2019-04-29,unarmed,attack,foot,0,0,Black,male,17.0,Edmond,unknown,OK,Edmond Police Department,local_police,520,35.649652,-97.5103961,not_available
4693,2019,2019-04-29,replica,point,foot,0,0,Hispanic,male,26.0,Phoenix,unknown,AZ,Phoenix Police Department,local_police,80,33.4586636,-112.1344579,not_available
4694,2019,2019-04-29,gun,point,foot,0,0,White,male,29.0,Hancock County,unknown,MS,Hancock County Sheriff's Office,sheriff,2472,30.2761552,-89.442654,not_available
4695,2019,2019-04-29,blunt_object,threat,not,0,0,Asian Heritage,female,49.0,Welch,unknown,WV,West Virginia State Police,state_police,360,37.4328913,-81.5845513,not_available
4687,2019,2019-04-30,gun,shoot,foot,0,0,Hispanic,male,,Los Angeles,unknown,CA,Los Angeles Police Department,local_police,38,33.9324726,-118.2390612,not_available
4690,2019,2019-04-30,knife,threat,not,0,0,White,female,45.0,Welcome,unknown,NC,Davidson County Sheriff's Office,sheriff,2098,35.9123865,-80.253006,not_available
4691,2019,2019-04-30,knife,threat,not,0,0,unknown,male,,Perris,unknown,CA,Riverside County Sheriff's Department,sheriff,267,33.8048001,-117.1953036,not_available
4688,2019,2019-05-01,knife,threat,not,0,0,Hispanic,male,51.0,Miami,unknown,FL,Miami-Dade Police Department,local_police,219,25.7409281,-80.3380903,not_available
4689,2019,2019-05-01,gun,point,not,0,0,Hispanic,male,37.0,Meadowlake,unknown,NM,Valencia County Sheriff's Department,sheriff,553,34.8014442,-106.543633,GoogleLocated_APPROXIMATE
4697,2019,2019-05-01,knife,threat,not,0,0,unknown,male,,Bruce,unknown,FL,Walton County Sheriff's Department,sheriff,2474,30.4290878,-84.1947934,not_available
4712,2019,2019-05-01,gun,shoot,foot,0,0,White,male,28.0,Hiltons,unknown,VA,Scott County Sheriff's Department,sheriff,2479,36.643992,-82.434286,not_available
4696,2019,2019-05-02,unarmed,attack,other,0,0,White,male,52.0,Glenwood,unknown,GA,Wheeler County Sheriff's Department,sheriff,2473,32.1799008,-82.6695802,GoogleLocated_APPROXIMATE
4709,2019,2019-05-02,gun,point,not,1,1,unknown,male,76.0,Parkville,unknown,MD,Baltimore County Police Department,local_police,128,39.3753795,-76.5413498,not_available
4710,2019,2019-05-02,gun,threat,car,0,0,Hispanic,male,37.0,Cedar Hill,unknown,TX,Grand Prarie Police Department,local_police,1664,32.5905195,-96.9466411,not_available
4705,2019,2019-05-04,vehicle,attack,car,0,1,unknown,male,,San Jose,unknown,CA,San Jose Police Department,local_police,92,37.3509455,-121.8248281,not_available
4706,2019,2019-05-04,gun,shoot,foot,0,0,White,male,37.0,Hermantown,unknown,MN,Hermantown Police Department,local_police,2476,46.8068852,-92.2382464,GoogleLocated_APPROXIMATE
4708,2019,2019-05-04,unarmed,flee,foot,1,0,White,male,25.0,Spokane,unknown,WA,Spokane County Sheriff's Department,sheriff,2264,47.6831438,-117.2384484,not_available
5416,2019,2019-05-04,blunt_object,attack,not,0,0,Asian Heritage,male,35.0,Stockton,unknown,CA,Stockton Police Department,local_police,168,38.0286463,-121.2995444,not_available
5417,2019,2019-05-04,knife,point,not,0,0,White,male,35.0,Phoenix,unknown,AZ,Yuma County Sheriff's Department,sheriff,1874,33.4483771,-112.0740373,GoogleLocated_APPROXIMATE
4707,2019,2019-05-05,knife,threat,not,0,0,Hispanic,male,61.0,Angel Fire,unknown,NM,Angel Fire Police Department,local_police,2478,36.357013,-105.2980197,not_available
4699,2019,2019-05-06,gun,threat,not,0,0,Hispanic,male,33.0,Mesa,unknown,AZ,Maricopa County Sheriff's Department,sheriff,944,33.415481,-111.835732,not_available
4698,2019,2019-05-07,gun,threat,not,0,0,Hispanic,male,34.0,Milwaukee,unknown,WI,Milwaukee Police Department,local_police,253,43.0117372,-87.9199091,not_available
4704,2019,2019-05-07,gun,move,not,1,0,White,male,59.0,Lumberton,unknown,MS,Lumberton Police Department,local_police,2475,30.9997613,-89.4487664,not_available
4735,2019,2019-05-07,gun,shoot,not,0,0,Hispanic,male,32.0,Goleta,unknown,CA,Santa Barbara Police Department,local_police,2485,34.4399703,-119.7902901,not_available
4700,2019,2019-05-09,vehicle,attack,car,0,0,unknown,male,31.0,Wytheville,unknown,VA,Wythe County Sheriff's Office,sheriff,2335,36.9395752,-81.0861582,not_available
4701,2019,2019-05-09,gun,shoot,not,0,0,Hispanic,male,49.0,Montebello,unknown,CA,Montebello Police Department,local_police,1778,34.0835556,-118.3547412,not_available
4702,2019,2019-05-09,knife,attack,not,1,1,Black,male,31.0,Seattle,unknown,WA,Seattle Police Department,local_police,651,47.6027753,-122.3314159,not_available
4703,2019,2019-05-09,gun,point,not,0,0,Hispanic,male,29.0,Phoenix,unknown,AZ,Phoenix Police Department,local_police,80,33.4368423,-112.0825127,not_available
4734,2019,2019-05-10,gun,shoot,foot,1,1,Black,male,25.0,Tulsa,unknown,OK,Tulsa Police Department,local_police,1313,36.0899652,-95.9930552,not_available
4713,2019,2019-05-11,gun,point,foot,0,0,Black,male,26.0,Chicago,unknown,IL,Chicago Police Department,local_police,265,41.8623461,-87.7177379,not_available
4714,2019,2019-05-11,gun,shoot,foot,0,0,Black,male,,Savannah,unknown,GA,Savannah Chatham Metropolitan Police Department,local_police,887,32.0573098,-81.0996702,not_available
4715,2019,2019-05-11,gun,point,not,0,0,White,male,39.0,Tunbridge,unknown,VT,Vermont State Police,state_police,1862,43.9198761,-72.4782827,GoogleLocated_APPROXIMATE
4716,2019,2019-05-11,gun,move,car,0,0,unknown,male,43.0,Parks,unknown,AZ,Coconino County Sheriff's Department,sheriff,1269,35.3131098,-111.9468776,not_available
4717,2019,2019-05-11,gun,shoot,not,0,0,Hispanic,male,26.0,South Sioux City,unknown,NE,South Sioux City Police Department,local_police,2480,42.4767381,-96.4134137,not_available
4718,2019,2019-05-13,knife,attack,not,0,1,Black,male,36.0,Gardena,unknown,CA,Gardena Police Department,local_police,1661,33.90191,-118.3047577,not_available
4719,2019,2019-05-13,other,attack,not,0,0,Black,female,45.0,Baytown,unknown,TX,Baytown Police Department,local_police,356,29.744825,-94.980026,not_available
4720,2019,2019-05-13,gun,point,not,1,0,White,male,45.0,Rising Sun,unknown,MD,Rising Sun Police Department,local_police,1019,39.713614,-76.0401135,not_available
4722,2019,2019-05-14,gun,threat,not,1,0,White,male,54.0,Las Vegas,unknown,NV,Las Vegas Metropolitan Police Department,local_police,375,36.13384,-115.1407113,not_available
4721,2019,2019-05-15,knife,attack,unknown,0,0,Hispanic,male,43.0,Tamarac,unknown,FL,Broward County Sheriff's Office,sheriff,579,26.2232784,-80.2866968,not_available
5227,2019,2019-05-15,gun,shoot,not,1,1,Black,male,,Appleton,unknown,WI,Appleton Police Department,local_police,1745,44.2634069,-88.4057312,not_available
5418,2019,2019-05-15,vehicle,attack,car,0,0,Black,male,30.0,Louisville,unknown,KY,Louisville Metro Police Department,local_police,583,38.1875641,-85.5797816,not_available
4729,2019,2019-05-16,gun,shoot,not,0,0,Hispanic,male,,Palm Beach Gardens,unknown,FL,Palm Beach County Sheriff's Department,sheriff,842,26.8383365,-80.1052665,not_available
4733,2019,2019-05-16,gun,shoot,not,1,0,White,female,58.0,New Boston,unknown,TX,New Boston Police Department,local_police,2486,33.46221,-94.41482,not_available
4730,2019,2019-05-17,knife,threat,not,0,0,Hispanic,male,39.0,Davie,unknown,FL,Davie Police Department,local_police,2022,26.0648769,-80.2441522,not_available
4732,2019,2019-05-17,gun,shoot,unknown,0,1,Black,male,40.0,New Orleans,unknown,LA,New Orleans Police Department,local_police,145,30.0243228,-89.9992288,not_available
5007,2019,2019-05-17,gun,shoot,not,0,1,Black,male,36.0,Pasadena,unknown,CA,Pasadena Police Department,local_police,2571,34.1716761,-118.1554461,not_available
4728,2019,2019-05-18,undetermined,undetermined,unknown,0,0,Native American,male,27.0,Tonalea,unknown,AZ,Navajo Nation Police Department,other,570,36.3224923,-110.9634781,not_available
4731,2019,2019-05-18,knife,attack,not,1,0,Hispanic,male,20.0,Garden Grove,unknown,CA,Garden Grove Police Department,local_police,2085,33.7938411,-117.9219883,not_available
4725,2019,2019-05-19,gun,shoot,foot,0,0,Hispanic,male,17.0,Phoenix,unknown,AZ,Phoenix Police Department,local_police,80,33.4605125,-112.0476362,not_available
4727,2019,2019-05-19,unknown,attack,not,0,0,Hispanic,male,59.0,Huron,unknown,CA,Huron Police Department,local_police,2483,36.1999136,-120.1034434,not_available
4736,2019,2019-05-19,gun,point,not,0,0,White,female,47.0,Carlsbad,unknown,NM,Carlsbad Police Department,local_police,760,32.4203395,-104.2289925,GoogleLocated_APPROXIMATE
4742,2019,2019-05-19,gun,shoot,not,0,0,Black,male,45.0,Miami Gardens,unknown,FL,Miami-Dade Police Department,local_police,219,25.9619379,-80.2412375,not_available
5419,2019,2019-05-19,gun,point,car,0,0,unknown,male,46.0,Trinidad,unknown,CO,Trinidad Police Department,local_police,435,37.1737563,-104.5077552,not_available
4723,2019,2019-05-20,gun,shoot,car,0,0,White,female,34.0,Blackwell,unknown,OK,Blackwell Police Department,local_police,2481,36.8119063,-97.288175,not_available
4724,2019,2019-05-20,knife,attack,not,0,0,Hispanic,male,46.0,Archdale,unknown,NC,Randolph County Sheriff's Office,sheriff,2482,35.910912,-80.037032,not_available
4726,2019,2019-05-20,knife,attack,not,0,0,Black,male,26.0,Auburn,unknown,WA,Auburn Police Department,local_police,1447,47.2432241,-122.2139566,not_available
4741,2019,2019-05-21,blunt_object,threat,unknown,0,0,Hispanic,male,21.0,Los Angeles,unknown,CA,Los Angeles County Sheriff's Department,sheriff,20,33.9303836,-118.1979485,not_available
5420,2019,2019-05-21,gun,shoot,not,0,0,White,male,29.0,Auburn,unknown,ME,Auburn Police Department,local_police,2700,44.1272069,-70.2002175,not_available
4755,2019,2019-05-22,gun,threat,car,0,0,White,male,33.0,Ashland,unknown,WI,U.S. Marshals Service,federal,26256,46.5847423,-90.8822688,not_available
5421,2019,2019-05-22,vehicle,attack,car,0,0,unknown,male,32.0,Montgomery Creek,unknown,KY,Kentucky State Police,state_police,130,37.2053902,-83.0360094,GoogleLocated_GEOMETRIC_CENTER
5422,2019,2019-05-22,gun,point,not,0,0,White,male,47.0,Inman,unknown,SC,Spartanburg County Sheriff's Department,sheriff,163,35.0386525,-82.1959131,not_available
5423,2019,2019-05-22,gun,shoot,not,1,0,Black,male,22.0,Chicago,unknown,IL,Chicago Police Department,local_police,265,41.8781136,-87.6297982,GoogleLocated_APPROXIMATE
5437,2019,2019-05-22,gun,point,not,0,0,unknown,male,,Orange Park,unknown,FL,Clay County Sheriff's Office,sheriff,1287,30.1247718,-81.7867539,not_available
4743,2019,2019-05-23,unarmed,threat,not,0,0,White,male,41.0,Montgomery,unknown,NY,New York State Police,state_police,1234,41.5056692,-74.2220532,not_available
4760,2019,2019-05-23,gun,shoot,car,1,0,White,male,28.0,Pearl River County,unknown,MS,Pearl River County Sheriff's Department,sheriff,2492,30.6245327,-89.6208487,not_available
5438,2019,2019-05-23,gun,shoot,not,1,0,White,male,56.0,Wichita,unknown,KS,Wichita Police Department,local_police,238,37.6199141,-97.3462282,not_available
4740,2019,2019-05-24,gun,shoot,car,0,0,White,male,41.0,Indian River County,unknown,FL,Indian River County Sheriff's Office,sheriff,1692,28.071571,-80.7049109,not_available
4744,2019,2019-05-24,gun,threat,not,0,0,Hispanic,male,35.0,Houston,unknown,TX,Houston Police Department,local_police,102,29.6404076,-95.3279153,not_available
5439,2019,2019-05-24,unknown,threat,other,0,0,Other,male,59.0,Fort Lauderdale,unknown,FL,"U.S. Marshals Fugitive Task Force, Florida",federal,2706,26.1347334,-80.1768262,not_available
4737,2019,2019-05-26,gun,attack,foot,0,0,Black,male,30.0,Kansas City,unknown,MO,Kansas City Police Department,local_police,201,39.0997265,-94.5785667,GoogleLocated_APPROXIMATE
4739,2019,2019-05-26,gun,point,unknown,0,0,unknown,male,48.0,Odessa,unknown,TX,Odessa Police Department,local_police,1162,31.8962011,-102.2932681,not_available
4738,2019,2019-05-27,gun,shoot,foot,1,0,White,male,49.0,Wichita,unknown,KS,Wichita Police Department,local_police,238,37.6605061,-97.3660946,not_available
4745,2019,2019-05-27,gun,shoot,not,0,0,Black,male,41.0,Joliet,unknown,IL,Joliet Police Department,local_police,244,41.5478583,-88.045913,not_available
4746,2019,2019-05-28,gun,threat,not,0,0,Black,male,21.0,Chicago,unknown,IL,Chicago Police Department,local_police,265,41.747824,-87.575038,not_available
4758,2019,2019-05-29,gun,point,not,1,0,White,male,62.0,Wilmington,unknown,NC,Wilmington Police Department,local_police,2495,34.177444,-77.899729,not_available
4754,2019,2019-05-30,gun,threat,not,1,1,Hispanic,female,,Ontario,unknown,CA,Ontario Police Department,local_police,735,34.0428972,-117.6547064,not_available
4756,2019,2019-05-30,gun,point,not,1,0,Black,female,32.0,Huntsville,unknown,AL,Huntsville Police Department,local_police,531,34.7087892,-86.6082025,not_available
4757,2019,2019-05-30,gun,shoot,foot,0,0,Hispanic,male,22.0,Amarillo,unknown,TX,Amarillo Police Department,local_police,984,35.2015083,-101.830534,not_available
4759,2019,2019-05-30,gun,move,not,1,0,White,male,58.0,Havre de Grace,unknown,MD,Harford County Sheriff's Office,sheriff,1090,39.578774,-76.1331224,not_available
4749,2019,2019-05-31,vehicle,attack,car,0,0,White,male,32.0,Gorham,unknown,ME,Gorham Police Department,local_police,2489,43.6818665,-70.4392612,not_available
4753,2019,2019-05-31,unarmed,threat,not,1,0,Asian Heritage,male,26.0,Auburn,unknown,WA,Auburn Police Department,local_police,1447,47.2954521,-122.214418,not_available
4750,2019,2019-06-01,unarmed,undetermined,not,1,0,Native American,male,35.0,Bartlesville,unknown,OK,Bartlesville Police Department,local_police,1500,36.7348941,-95.917012,not_available
4751,2019,2019-06-01,gun,move,not,0,0,White,male,27.0,Anderson,unknown,CA,Anderson Police Department,local_police,1697,40.4376264,-122.2976107,not_available
4752,2019,2019-06-01,knife,attack,not,0,0,Black,male,35.0,Shreveport,unknown,LA,Shreveport Police Department,local_police,772,32.518692,-93.7448069,not_available
5445,2019,2019-06-01,blunt_object,point,not,1,0,White,male,38.0,Fort Worth,unknown,TX,Fort Worth Police Department,local_police,116,32.6645025,-97.3414418,not_available
4748,2019,2019-06-02,blunt_object,attack,not,1,1,Black,male,23.0,Walnut Creek,unknown,CA,Walnut Creek Police Department,local_police,2488,37.8860235,-122.0615136,not_available
4747,2019,2019-06-03,gun,point,not,1,0,White,male,59.0,Collierville,unknown,TN,Collierville Police Department,local_police,2487,35.0642756,-89.664472,not_available
4761,2019,2019-06-03,gun,shoot,car,1,0,White,male,23.0,San Ysidro,unknown,CA,U.S. Customs and Border Control,federal,2493,32.555556,-117.0470434,not_available
4762,2019,2019-06-03,gun,shoot,unknown,0,0,Black,male,43.0,Ardsley,unknown,NY,Ardsley Police Department,local_police,2494,41.0134931,-73.8492135,not_available
4803,2019,2019-06-03,unarmed,move,car,0,0,White,male,41.0,Detroit,unknown,MI,Detroit Police Department,local_police,615,42.3001916,-83.1191884,not_available
4763,2019,2019-06-04,knife,threat,not,0,0,White,male,56.0,Davidsonville,unknown,MD,Anne Arundel County Police Department,local_police,2330,38.9249972,-76.6288618,not_available
4767,2019,2019-06-04,gun,shoot,not,0,0,White,male,45.0,Indialantic,unknown,FL,Brevard County Sheriff's Office,sheriff,28,28.1061801,-80.575053,not_available
4764,2019,2019-06-05,gun,threat,not,0,0,Hispanic,male,28.0,Bernalillo,unknown,NM,Bernalillo County Sheriff's Department,sheriff,469,35.3184814,-106.5448536,not_available
4765,2019,2019-06-05,gun,threat,not,1,0,White,male,,Jonesboro,unknown,AR,Jonesboro Police Department,local_police,218,35.8072214,-90.5526178,not_available
4766,2019,2019-06-05,knife,point,not,1,0,White,male,54.0,Trinity,unknown,NC,Randolph County Sheriff's Office,sheriff,2482,35.8641302,-79.9316655,not_available
4776,2019,2019-06-05,gun,shoot,not,0,0,White,male,39.0,Escalon,unknown,CA,Escalon Police Department,local_police,2498,37.7974273,-120.9966033,not_available
4773,2019,2019-06-06,unarmed,flee,car,0,0,Black,male,24.0,Los Angeles,unknown,CA,Los Angeles County Sheriff's Department,sheriff,20,33.9127912,-118.2696248,not_available
4774,2019,2019-06-06,knife,threat,not,0,1,Hispanic,male,41.0,Los Angeles,unknown,CA,Los Angeles Police Department,local_police,38,34.121357,-118.262703,not_available
4775,2019,2019-06-06,gun,threat,not,0,0,Black,male,27.0,Los Angeles,unknown,CA,Los Angeles County Sheriff's Department,sheriff,20,33.9319062,-118.2004643,not_available
4804,2019,2019-06-06,gun,point,unknown,1,0,White,male,70.0,Braxton,unknown,MS,Simpson County Sheriff's Department,sheriff,2504,32.0251542,-89.9703588,not_available
4805,2019,2019-06-06,gun,attack,not,0,0,Hispanic,male,,Modesto,unknown,CA,Stanislaus County Sheriff's Department,sheriff,1672,37.607526,-120.992072,not_available
4829,2019,2019-06-06,gun,shoot,not,0,0,Hispanic,male,35.0,San Gabriel,unknown,CA,San Gabriel Police Department,local_police,2515,34.0725213,-118.0981471,not_available
4830,2019,2019-06-06,gun,shoot,foot,0,0,Black,male,26.0,St. Louis,unknown,MO,St. Louis Police Department,local_police,134,38.6402905,-90.2302537,not_available
5446,2019,2019-06-06,gun,point,not,0,0,White,male,58.0,Bonnyman,unknown,KY,Perry County Sheriff's Office,sheriff,2703,37.3138794,-83.2361087,not_available
4831,2019,2019-06-07,gun,move,not,0,0,White,male,46.0,Bristol,unknown,TN,Bristol Tennessee Police Department,local_police,1356,36.5696475,-82.1838559,not_available
4769,2019,2019-06-08,gun,move,not,0,0,Black,male,39.0,Clearwater,unknown,FL,Clearwater Police Department,local_police,1914,27.9777205,-82.7918728,not_available
4772,2019,2019-06-08,blunt_object,attack,not,1,1,Hispanic,female,33.0,Fresno,unknown,CA,Fresno Police Department,local_police,700,36.732514,-119.804522,not_available
4768,2019,2019-06-09,gun,threat,foot,0,0,Black,male,20.0,Fort Worth,unknown,TX,Fort Worth Police Department,local_police,116,32.7086522,-97.2411914,not_available
4770,2019,2019-06-09,knife,threat,not,0,0,White,male,38.0,Portland,unknown,OR,Portland Police Department,local_police,618,45.5302716,-122.685221,not_available
4832,2019,2019-06-09,gun,shoot,not,0,0,White,male,41.0,Shirley,unknown,AR,Van Buren County Sheriff's Office,sheriff,2516,35.6561652,-92.319229,GoogleLocated_APPROXIMATE
4833,2019,2019-06-09,gun,shoot,car,0,0,Hispanic,male,32.0,Menifee,unknown,CA,Riverside County Sheriff's Department,sheriff,267,33.6505157,-117.154014,not_available
4771,2019,2019-06-10,vehicle,attack,not,0,0,White,male,,Kingsport,unknown,TN,Sullivan County Sheriff's Office,sheriff,2408,36.4989621,-82.5740383,not_available
4778,2019,2019-06-10,gun,threat,not,0,1,Black,male,24.0,Oklahoma City,unknown,OK,Oklahoma City Police Department,local_police,23,35.4675602,-97.5164276,GoogleLocated_APPROXIMATE
4779,2019,2019-06-10,gun,move,car,1,0,Black,male,19.0,Lawton,unknown,OK,Lawton Police Department,local_police,853,34.6214485,-98.4694463,not_available
4777,2019,2019-06-11,knife,attack,not,0,0,Black,male,27.0,Porteau,unknown,OK,Poteau Police Department,local_police,2496,35.077917,-94.6289134,not_available
4781,2019,2019-06-11,blunt_object,attack,not,1,0,Hispanic,male,40.0,Orlando,unknown,FL,Orange County Sheriff's Office,sheriff,326,28.4947817,-81.285507,not_available
4787,2019,2019-06-11,unknown,threat,not,0,0,White,male,61.0,Hopkins County,unknown,TX,Hopkins County Sheriff's Office,sheriff,2499,33.0627582,-95.4601738,not_available
5447,2019,2019-06-11,replica,threat,not,1,1,unknown,male,56.0,San Leandro,unknown,CA,San Leandro Police Department,local_police,2704,37.7247123,-122.178803,not_available
5448,2019,2019-06-11,gun,shoot,not,0,0,unknown,male,52.0,Riverside,unknown,CA,Riverside County Sheriff's Department,sheriff,267,33.863856,-117.443613,not_available
4780,2019,2019-06-12,vehicle,attack,foot,0,0,Black,male,20.0,Memphis,unknown,TN,U.S. Marshals Service,federal,1409,35.2397628,-89.9940659,not_available
5449,2019,2019-06-12,unarmed,move,car,0,0,Hispanic,male,35.0,Farmers Branch,unknown,TX,Farmers Branch Police Department,local_police,1167,32.8959699,-96.9261312,not_available
4782,2019,2019-06-13,vehicle,attack,car,0,0,Black,male,17.0,Rockville,unknown,MD,Montgomery County Police Department,local_police,1700,39.0532704,-77.1071729,not_available
4784,2019,2019-06-13,vehicle,attack,car,0,0,Black,male,22.0,Jacksonville,unknown,AR,Jacksonville Police Department,local_police,2299,34.8652246,-92.1274365,not_available
4783,2019,2019-06-14,undetermined,undetermined,foot,0,0,unknown,male,,Delano,unknown,CA,Delano Police Department,local_police,552,35.7904111,-119.2663516,not_available
4791,2019,2019-06-15,gun,threat,not,1,0,White,male,45.0,Belmont,unknown,NH,Belmont Police Department,local_police,2500,43.428094,-71.4856109,not_available
4792,2019,2019-06-15,knife,attack,unknown,1,0,Black,male,20.0,Renton,unknown,WA,Renton Police Department,local_police,2501,47.481228,-122.2066189,not_available
4793,2019,2019-06-15,unknown,move,other,0,0,Black,male,18.0,Racine,unknown,WI,Racine Police Department,local_police,2035,42.7000191,-87.7936022,not_available
4794,2019,2019-06-15,gun,shoot,car,0,0,Black,male,28.0,Birmingham,unknown,AL,Birmingham Police Department,local_police,517,33.4563429,-87.0013323,not_available
4796,2019,2019-06-15,knife,threat,not,0,0,Hispanic,male,38.0,Toppenish,unknown,WA,Toppenish Police Department,local_police,2502,46.3824127,-120.3064804,not_available
5450,2019,2019-06-15,gun,threat,not,0,0,unknown,male,,Pearland,unknown,TX,Pearland Police Department,local_police,2203,29.554736,-95.3946859,not_available
4786,2019,2019-06-16,knife,point,not,0,0,Black,male,53.0,South Bend,unknown,IN,South Bend Police Department,local_police,2141,41.6763379,-86.2560815,not_available
4790,2019,2019-06-16,gun,attack,unknown,0,0,Hispanic,male,31.0,Tucson,unknown,AZ,Tucson Police Department,local_police,397,32.1483627,-111.0031243,not_available
4795,2019,2019-06-16,gun,shoot,not,0,0,White,male,48.0,Fairbanks,unknown,AK,Alaska State Troopers,state_police,775,64.8377778,-147.7163888,not_available
4788,2019,2019-06-17,vehicle,attack,car,0,0,Hispanic,male,20.0,Brownsville,unknown,TX,Brownsville Police Department,local_police,661,25.9250799,-97.5066263,not_available
4789,2019,2019-06-17,gun,shoot,car,0,0,Hispanic,male,35.0,Las Cruces,unknown,NM,Las Cruces Police Department,local_police,1414,32.3159221,-106.7434492,not_available
4802,2019,2019-06-17,gun,shoot,foot,1,0,White,male,22.0,Dallas,unknown,TX,Federal Protective Service,federal,2049,32.7788158,-96.8021121,not_available
4797,2019,2019-06-18,knife,threat,not,0,0,Hispanic,male,18.0,Centralia,unknown,WA,Centralia Police Department,local_police,2503,46.7300642,-122.9412255,not_available
